"filename", "language", "TypeScript", "CSS", "TypeScript JSX", "Markdown", "JSON", "comment", "blank", "total"
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\App.tsx", "TypeScript JSX", 0, 0, -664, 0, 0, -44, -81, -789
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\Attributions.md", "Markdown", 0, 0, 0, -3, 0, 0, -3, -6
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\api\queryClient.ts", "TypeScript", -14, 0, 0, 0, 0, 0, -2, -16
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\api\services\collectionService.ts", "TypeScript", -27, 0, 0, 0, 0, -1, -6, -34
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\api\services\fileService.ts", "TypeScript", -26, 0, 0, 0, 0, 0, -4, -30
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\api\services\modelService.ts", "TypeScript", -57, 0, 0, 0, 0, -1, -9, -67
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\api\services\tagService.ts", "TypeScript", -16, 0, 0, 0, 0, 0, -4, -20
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\AutoImportDialog.tsx", "TypeScript JSX", 0, 0, -202, 0, 0, -6, -17, -225
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\BulkEditDrawer.tsx", "TypeScript JSX", 0, 0, -397, 0, 0, -5, -35, -437
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\CollectionCard.tsx", "TypeScript JSX", 0, 0, -183, 0, 0, -3, -14, -200
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\CollectionEditDrawer.tsx", "TypeScript JSX", 0, 0, -840, 0, 0, -42, -82, -964
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\CollectionEditorDialog.tsx", "TypeScript JSX", 0, 0, -606, 0, 0, -50, -68, -724
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\CollectionGrid.tsx", "TypeScript JSX", 0, 0, -739, 0, 0, -50, -70, -859
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\CollectionListRow.tsx", "TypeScript JSX", 0, 0, -151, 0, 0, 0, -15, -166
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\DemoPage.tsx", "TypeScript JSX", 0, 0, -543, 0, 0, -12, -30, -585
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\DescriptionSection.tsx", "TypeScript JSX", 0, 0, -167, 0, 0, -6, -10, -183
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\DescriptionSection_DB.tsx", "TypeScript JSX", 0, 0, -168, 0, 0, -6, -10, -184
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\DonationDialog.tsx", "TypeScript JSX", 0, 0, -149, 0, 0, -27, -16, -192
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ErrorBoundary.tsx", "TypeScript JSX", 0, 0, -134, 0, 0, -3, -13, -150
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\FilterSidebar.tsx", "TypeScript JSX", 0, 0, -601, 0, 0, -18, -51, -670
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\GcodeSection.tsx", "TypeScript JSX", 0, 0, -169, 0, 0, -6, -10, -185
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\GlobalDialogs.tsx", "TypeScript JSX", 0, 0, -177, 0, 0, -9, -14, -200
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\Grid3DViewer.tsx", "TypeScript JSX", 0, 0, -151, 0, 0, -11, -32, -194
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ImageWithFallback.tsx", "TypeScript JSX", 0, 0, -33, 0, 0, -1, -7, -41
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\LayoutControls.tsx", "TypeScript JSX", 0, 0, -53, 0, 0, -2, -4, -59
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\LayoutSettingsContext.tsx", "TypeScript JSX", 0, 0, -60, 0, 0, -3, -11, -74
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\MetadataSection.tsx", "TypeScript JSX", 0, 0, -276, 0, 0, -2, -15, -293
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ModelCard.tsx", "TypeScript JSX", 0, 0, -150, 0, 0, -12, -19, -181
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ModelGrid.tsx", "TypeScript JSX", 0, 0, -570, 0, 0, -24, -41, -635
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ModelHubView.tsx", "TypeScript JSX", 0, 0, -646, 0, 0, -42, -72, -760
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ModelHubView_DB.tsx", "TypeScript JSX", 0, 0, -619, 0, 0, -37, -66, -722
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ModelMesh.tsx", "TypeScript JSX", 0, 0, -87, 0, 0, -20, -10, -117
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ModelPreviewSection.tsx", "TypeScript JSX", 0, 0, -264, 0, 0, -9, -17, -290
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ModelUploadDialog.tsx", "TypeScript JSX", 0, 0, -432, 0, 0, -22, -57, -511
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ModelViewer3D.tsx", "TypeScript JSX", 0, 0, -273, 0, 0, -35, -28, -336
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\NotesSection.tsx", "TypeScript JSX", 0, 0, -156, 0, 0, -6, -16, -178
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\NotesSection_DB.tsx", "TypeScript JSX", 0, 0, -158, 0, 0, -6, -16, -180
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\PrintSettingsSection.tsx", "TypeScript JSX", 0, 0, -168, 0, 0, -14, -19, -201
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\PrinterStatusHub.tsx", "TypeScript JSX", 0, 0, -96, 0, 0, -11, -17, -124
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ProjectFolderDialog.tsx", "TypeScript JSX", 0, 0, -97, 0, 0, -1, -9, -107
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ProjectView.tsx", "TypeScript JSX", 0, 0, -318, 0, 0, -16, -25, -359
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\RelatedFilesSection.tsx", "TypeScript JSX", 0, 0, -421, 0, 0, -30, -51, -502
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\SelectionModeControls.tsx", "TypeScript JSX", 0, 0, -143, 0, 0, 0, -11, -154
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\SettingsPage.tsx", "TypeScript JSX", 0, 0, -360, 0, 0, -16, -34, -410
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\SharedModelScene.tsx", "TypeScript JSX", 0, 0, -57, 0, 0, -9, -9, -75
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\SiblingsSection.tsx", "TypeScript JSX", 0, 0, -57, 0, 0, -3, -7, -67
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\SourceSection.tsx", "TypeScript JSX", 0, 0, -63, 0, 0, 0, -2, -65
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\SpoolmanWidget.tsx", "TypeScript JSX", 0, 0, -196, 0, 0, -25, -31, -252
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\TagsContext.tsx", "TypeScript JSX", 0, 0, -37, 0, 0, -2, -9, -48
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\TagsInput.tsx", "TypeScript JSX", 0, 0, -260, 0, 0, -16, -31, -307
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\TagsSection.tsx", "TypeScript JSX", 0, 0, -79, 0, 0, 0, -4, -83
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ThemeProvider.tsx", "TypeScript JSX", 0, 0, -138, 0, 0, -6, -24, -168
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ThemeToggle.tsx", "TypeScript JSX", 0, 0, -70, 0, 0, -3, -7, -80
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ThingiverseImportDialog.tsx", "TypeScript JSX", 0, 0, -233, 0, 0, -9, -27, -269
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\admin\MigrationStatus.tsx", "TypeScript JSX", 0, 0, -150, 0, 0, 0, -17, -167
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\bulk-edit\BulkEditSection.tsx", "TypeScript JSX", 0, 0, -48, 0, 0, 0, -4, -52
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\bulk-edit\BulkRelatedFilesEditor.tsx", "TypeScript JSX", 0, 0, -90, 0, 0, -2, -8, -100
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\bulk-edit\BulkTagEditor.tsx", "TypeScript JSX", 0, 0, -48, 0, 0, -2, -5, -55
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\settings\BackupSettings.tsx", "TypeScript JSX", 0, 0, -251, 0, 0, -8, -13, -272
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\settings\CategorySettings.tsx", "TypeScript JSX", 0, 0, -267, 0, 0, -7, -12, -286
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\settings\CollectionsSettings.tsx", "TypeScript JSX", 0, 0, -219, 0, 0, -26, -42, -287
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\settings\ConfigSettings.tsx", "TypeScript JSX", 0, 0, -62, 0, 0, 0, -8, -70
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\settings\ExperimentalTab.tsx", "TypeScript JSX", 0, 0, -739, 0, 0, -97, -64, -900
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\settings\GeneralSettings.tsx", "TypeScript JSX", 0, 0, -642, 0, 0, -23, -38, -703
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\settings\IntegrationsSettings.tsx", "TypeScript JSX", 0, 0, -443, 0, 0, -18, -46, -507
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\settings\IntegritySettings.tsx", "TypeScript JSX", 0, 0, -516, 0, 0, -18, -34, -568
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\settings\TagsTab.tsx", "TypeScript JSX", 0, 0, -278, 0, 0, -8, -19, -305
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\shared\ConfirmDialog.tsx", "TypeScript JSX", 0, 0, -65, 0, 0, 0, -5, -70
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\shared\ViewLayout.tsx", "TypeScript JSX", 0, 0, -39, 0, 0, -3, -5, -47
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\accordion.tsx", "TypeScript JSX", 0, 0, -59, 0, 0, 0, -8, -67
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\alert-dialog.tsx", "TypeScript JSX", 0, 0, -156, 0, 0, 0, -15, -171
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\alert.tsx", "TypeScript JSX", 0, 0, -60, 0, 0, 0, -7, -67
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\aspect-ratio.tsx", "TypeScript JSX", 0, 0, -8, 0, 0, 0, -4, -12
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\avatar.tsx", "TypeScript JSX", 0, 0, -47, 0, 0, 0, -7, -54
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\badge.tsx", "TypeScript JSX", 0, 0, -41, 0, 0, 0, -6, -47
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\breadcrumb.tsx", "TypeScript JSX", 0, 0, -99, 0, 0, 0, -11, -110
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\button.tsx", "TypeScript JSX", 0, 0, -52, 0, 0, 0, -6, -58
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\calendar.tsx", "TypeScript JSX", 0, 0, -71, 0, 0, 0, -5, -76
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\card.tsx", "TypeScript JSX", 0, 0, -83, 0, 0, 0, -10, -93
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\carousel.tsx", "TypeScript JSX", 0, 0, -214, 0, 0, 0, -28, -242
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\chart.tsx", "TypeScript JSX", 0, 0, -315, 0, 0, -2, -37, -354
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, -28, 0, 0, 0, -5, -33
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\collapsible.tsx", "TypeScript JSX", 0, 0, -28, 0, 0, 0, -6, -34
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\command.tsx", "TypeScript JSX", 0, 0, -165, 0, 0, 0, -13, -178
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\context-menu.tsx", "TypeScript JSX", 0, 0, -234, 0, 0, 0, -19, -253
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, -126, 0, 0, 0, -14, -140
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\drawer.tsx", "TypeScript JSX", 0, 0, -119, 0, 0, 0, -14, -133
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, -253, 0, 0, -1, -19, -273
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\form.tsx", "TypeScript JSX", 0, 0, -144, 0, 0, 0, -25, -169
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\hover-card.tsx", "TypeScript JSX", 0, 0, -38, 0, 0, 0, -7, -45
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\input-otp.tsx", "TypeScript JSX", 0, 0, -69, 0, 0, 0, -9, -78
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\input.tsx", "TypeScript JSX", 0, 0, -20, 0, 0, 0, -5, -25
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\label.tsx", "TypeScript JSX", 0, 0, -20, 0, 0, 0, -5, -25
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\menubar.tsx", "TypeScript JSX", 0, 0, -257, 0, 0, 0, -20, -277
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\navigation-menu.tsx", "TypeScript JSX", 0, 0, -157, 0, 0, 0, -12, -169
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\pagination.tsx", "TypeScript JSX", 0, 0, -117, 0, 0, 0, -11, -128
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\popover.tsx", "TypeScript JSX", 0, 0, -41, 0, 0, 0, -8, -49
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\progress.tsx", "TypeScript JSX", 0, 0, -24, 0, 0, 0, -4, -28
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\radio-group.tsx", "TypeScript JSX", 0, 0, -40, 0, 0, 0, -6, -46
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\resizable.tsx", "TypeScript JSX", 0, 0, -50, 0, 0, 0, -7, -57
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\scroll-area.tsx", "TypeScript JSX", 0, 0, -62, 0, 0, -2, -6, -70
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\select.tsx", "TypeScript JSX", 0, 0, -176, 0, 0, 0, -14, -190
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\separator.tsx", "TypeScript JSX", 0, 0, -24, 0, 0, 0, -5, -29
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, -135, 0, 0, -7, -14, -156
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\sidebar.tsx", "TypeScript JSX", 0, 0, -660, 0, 0, -12, -55, -727
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, -11, 0, 0, 0, -3, -14
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\slider.tsx", "TypeScript JSX", 0, 0, -77, 0, 0, -1, -7, -85
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\sonner.tsx", "TypeScript JSX", 0, 0, -21, 0, 0, 0, -5, -26
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\switch.tsx", "TypeScript JSX", 0, 0, -27, 0, 0, 0, -5, -32
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\table.tsx", "TypeScript JSX", 0, 0, -105, 0, 0, 0, -12, -117
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, -59, 0, 0, 0, -8, -67
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, -15, 0, 0, 0, -4, -19
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\toggle-group.tsx", "TypeScript JSX", 0, 0, -66, 0, 0, 0, -8, -74
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\toggle.tsx", "TypeScript JSX", 0, 0, -42, 0, 0, 0, -6, -48
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, -58, 0, 0, -3, -8, -69
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\use-mobile.ts", "TypeScript", -17, 0, 0, 0, 0, 0, -5, -22
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\ui\utils.ts", "TypeScript", -5, 0, 0, 0, 0, 0, -2, -7
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\views\CollectionView.tsx", "TypeScript JSX", 0, 0, -72, 0, 0, 0, -4, -76
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\views\CollectionView_DB.tsx", "TypeScript JSX", 0, 0, -146, 0, 0, -11, -10, -167
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\views\CollectionsView.tsx", "TypeScript JSX", 0, 0, -81, 0, 0, -1, -6, -88
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\views\ModelsView.tsx", "TypeScript JSX", 0, 0, -55, 0, 0, 0, -4, -59
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\components\views\ModelsView_DB.tsx", "TypeScript JSX", 0, 0, -114, 0, 0, -5, -9, -128
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\config\default-config.json", "JSON", 0, 0, 0, 0, -25, 0, 0, -25
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\constants\labels.ts", "TypeScript", -29, 0, 0, 0, 0, -2, -4, -35
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\constants\licenses.ts", "TypeScript", -17, 0, 0, 0, 0, -2, -3, -22
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\context\ConfigContext.tsx", "TypeScript JSX", 0, 0, -152, 0, 0, -32, -27, -211
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\context\NavigationContext.tsx", "TypeScript JSX", 0, 0, -89, 0, 0, -10, -21, -120
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\context\SpoolmanContext.tsx", "TypeScript JSX", 0, 0, -56, 0, 0, -1, -9, -66
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\bulk\useBulkEditForm.ts", "TypeScript", -234, 0, 0, 0, 0, -11, -23, -268
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\bulk\useBulkOperations.ts", "TypeScript", -179, 0, 0, 0, 0, -26, -26, -231
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\hub\useDocumentUpload.ts", "TypeScript", -27, 0, 0, 0, 0, 0, -6, -33
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\hub\useGcodeHandler.ts", "TypeScript", -216, 0, 0, 0, 0, -15, -35, -266
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\hub\useModelEdit.ts", "TypeScript", -488, 0, 0, 0, 0, -26, -73, -587
"c:\Users\Michael\VSCodeProjects\3d-model-muncher\3d-model-muncher\src\hooks\hub\useModelGallery.ts", "TypeScript", -164, 0, 0, 0, 0, -12, -28, -204
